LOGO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pre-Heater Fan Performance Profile,,,,,,,,,,,,,,
Hourly Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TAG,A_431FM1_F1,B_431FM2_F1,C_431BE1_JT,D_481FM3_FI,E_481FM1_FI,F_481FM2_FI,G_441FN1_TT01,H_441FN1_PT01,I_441FN1_TT02,J_441CN1A_1B_PT01,K_461KL1_PT01,L_441FN1_SZ,M_441FN1_KW_EM,N_441FN1_SPC_POWER
TAG DES,Kiln Feed,Kiln Feed,Kiln Feed BE KW,Kiln  COAL TPH,PC COAL TPH,PC COAL FIRING,PH FAN I/L TEMP,PH Fan Inlet Pressure (PT),PH Fan O/L Temp,PH Fan Outlet DRAFT,Kiln Inlet Pressure (PT),PH Fan speed,PH Fan power EM,PH SPECIFIC POWER
UNIT,tph,tph,Kw,tph,tph,TPH,°C,mmWc,°C,mmWc,mmWc,rpm,Kw,Kw/T Clk
27/02/2020 22:00:00,0.0,237.2,91.6,9.5,7.8,0.0,202.8,-571.9,191.1,-463.4,-23.3,722.5,919.9,4.7
27/02/2020 23:00:00,0.0,251.0,94.9,9.5,8.0,0.0,193.4,-605.0,189.5,-492.5,-24.4,739.1,995.4,4.6
28/02/2020 00:00:00,0.0,256.3,96.1,9.5,8.4,0.0,191.8,-569.8,189.5,-463.4,-25.4,714.3,898.1,4.3
28/02/2020 01:00:00,0.0,263.9,98.4,9.3,8.5,0.0,191.5,-596.7,188.0,-485.5,-25.6,734.5,970.6,4.3
28/02/2020 02:00:00,0.0,271.1,100.0,9.2,8.9,0.0,191.8,-599.8,182.6,-488.2,-26.3,735.2,977.0,4.2
28/02/2020 03:00:00,0.0,271.2,99.8,9.5,9.2,0.0,193.3,-587.1,185.9,-477.8,-30.7,727.9,946.9,4.2
28/02/2020 04:00:00,0.0,270.2,99.6,9.5,9.6,0.0,193.1,-586.1,185.1,-477.6,-51.5,726.8,942.2,4.2
28/02/2020 05:00:00,0.0,258.8,97.2,9.5,8.4,0.0,191.4,-582.3,181.0,-473.3,-55.4,724.0,933.1,4.3
28/02/2020 06:00:00,0.0,269.8,100.2,9.5,9.0,0.0,189.3,-596.2,176.0,-485.3,-55.6,729.1,957.8,4.2
28/02/2020 07:00:00,0.0,271.3,100.5,9.7,9.5,0.0,190.2,-589.4,173.8,-477.9,-57.9,727.9,949.5,4.2
28/02/2020 08:00:00,0.0,272.9,100.8,9.9,9.3,0.0,189.6,-584.0,173.2,-474.4,-54.4,720.7,928.6,4.1
28/02/2020 09:00:00,0.0,273.6,101.0,9.8,9.4,0.0,189.7,-582.6,178.8,-473.8,-55.1,721.2,928.3,4.1
28/02/2020 10:00:00,0.0,275.5,101.2,9.8,9.7,0.0,191.6,-589.8,180.5,-480.6,-50.4,728.2,954.0,4.1
28/02/2020 11:00:00,0.0,264.4,98.8,10.0,9.8,0.0,192.8,-562.2,179.3,-457.0,-47.3,710.7,887.9,4.1
28/02/2020 12:00:00,0.0,259.6,97.1,10.4,8.9,0.0,189.8,-546.9,178.6,-444.3,-34.4,695.6,840.3,4.1
28/02/2020 13:00:00,0.0,267.4,99.1,10.3,9.1,0.0,187.2,-549.1,180.0,-445.4,-32.9,697.7,848.4,4.0
28/02/2020 14:00:00,0.0,271.3,99.9,9.8,9.4,0.0,190.9,-551.4,189.5,-446.0,-33.8,703.8,870.3,4.0
28/02/2020 15:00:00,0.0,271.5,100.0,8.9,9.8,0.0,191.8,-558.5,191.0,-453.6,-34.6,707.8,882.2,4.0
28/02/2020 16:00:00,0.0,271.1,100.1,9.1,9.1,0.0,190.6,-563.5,191.3,-458.7,-47.6,709.8,887.4,4.0
28/02/2020 17:00:00,0.0,271.6,100.5,9.8,9.4,0.0,189.4,-564.3,191.0,-459.7,-41.8,707.8,881.0,4.0
28/02/2020 18:00:00,0.0,271.3,100.8,10.1,9.6,0.0,189.2,-563.9,189.1,-459.0,-41.2,707.7,884.7,4.0
28/02/2020 19:00:00,0.0,272.1,100.7,10.2,9.6,0.0,189.3,-558.6,189.7,-453.4,-35.4,707.8,882.0,4.0
28/02/2020 20:00:00,0.0,275.4,101.6,10.2,9.7,0.0,190.0,-560.3,190.0,-454.3,-35.1,707.8,885.0,4.0
28/02/2020 21:00:00,0.0,275.4,101.3,10.1,9.5,0.0,190.4,-576.9,191.6,-467.3,-38.0,722.9,935.6,4.1
28/02/2020 22:00:00,0.0,275.4,101.3,10.2,9.5,0.0,191.7,-584.7,189.8,-474.4,-43.3,727.9,953.0,4.1
28/02/2020 23:00:00,0.0,275.3,101.3,10.1,9.2,0.0,191.6,-581.7,190.4,-471.0,-48.5,725.0,943.2,4.1
29/02/2020 00:00:00,0.0,275.2,101.1,10.1,9.6,0.0,190.7,-581.8,180.2,-472.3,-47.1,723.0,939.9,4.1
29/02/2020 01:00:00,0.0,275.5,101.5,9.9,9.4,0.0,190.7,-571.5,182.6,-462.0,-42.0,717.8,917.2,4.0
29/02/2020 02:00:00,0.0,275.4,101.5,9.8,9.1,0.0,191.4,-585.0,180.9,-473.3,-44.2,728.4,950.9,4.1
29/02/2020 03:00:00,0.0,275.3,101.4,10.1,8.9,0.0,192.4,-601.2,180.7,-487.6,-49.5,739.2,996.6,4.2
29/02/2020 04:00:00,0.0,275.4,101.2,10.1,8.9,0.0,190.9,-583.0,176.3,-471.5,-44.0,726.3,949.2,4.1
29/02/2020 05:00:00,0.0,275.3,101.4,10.1,8.8,0.0,191.8,-582.7,185.8,-469.6,-46.3,727.9,954.2,4.1
29/02/2020 06:00:00,0.0,275.4,101.4,10.0,8.8,0.0,192.0,-577.5,181.9,-465.4,-44.3,723.1,937.1,4.1
29/02/2020 07:00:00,0.0,275.2,101.5,9.9,9.1,0.0,192.1,-575.1,186.8,-462.2,-43.4,722.0,933.9,4.1
29/02/2020 08:00:00,0.0,276.3,101.8,9.9,9.0,0.0,192.5,-574.9,186.6,-462.2,-42.8,722.0,936.0,4.1
29/02/2020 09:00:00,0.0,280.5,102.5,9.6,9.1,0.0,192.5,-590.5,181.2,-480.4,-44.7,726.0,958.8,4.1
29/02/2020 10:00:00,0.0,281.4,102.8,9.2,8.7,0.0,187.2,-599.2,175.0,-489.3,-46.3,728.2,969.1,4.1
29/02/2020 11:00:00,0.0,279.6,102.1,9.1,8.5,0.0,187.1,-600.5,176.9,-489.4,-44.6,735.7,987.6,4.1
29/02/2020 12:00:00,0.0,272.9,100.5,9.3,8.4,0.0,189.9,-592.2,183.4,-479.2,-43.9,735.4,981.0,4.2
29/02/2020 13:00:00,0.0,277.5,101.9,9.3,9.5,0.0,191.1,-586.3,186.4,-474.1,-43.2,729.7,959.8,4.1
29/02/2020 14:00:00,0.0,281.4,103.0,9.4,9.6,0.0,194.0,-603.2,192.0,-488.3,-44.9,746.4,1019.1,4.2
29/02/2020 15:00:00,0.0,276.3,101.4,9.4,9.0,0.0,201.6,-571.2,206.9,-479.5,-46.7,741.9,981.8,4.1
29/02/2020 16:00:00,0.0,271.3,100.1,9.5,8.7,0.0,194.0,-571.0,186.2,-463.4,-43.6,718.9,916.6,4.1
29/02/2020 17:00:00,0.0,271.3,100.3,9.5,9.0,0.0,191.3,-569.6,190.3,-462.0,-44.4,717.9,913.8,4.1
29/02/2020 18:00:00,0.0,274.0,101.0,9.5,9.1,0.0,191.5,-570.8,193.4,-461.9,-45.9,717.9,913.9,4.0
29/02/2020 19:00:00,0.0,271.3,100.1,9.5,9.3,0.0,192.7,-571.9,194.4,-462.9,-45.8,717.9,914.2,4.1
29/02/2020 20:00:00,0.0,271.2,99.9,9.5,9.0,0.0,190.4,-574.8,194.0,-466.4,-46.2,717.8,918.5,4.1
29/02/2020 21:00:00,0.0,274.8,100.7,9.5,8.9,0.0,189.2,-573.6,193.4,-464.2,-43.9,717.8,915.0,4.0
29/02/2020 22:00:00,0.0,275.4,100.9,9.5,9.3,0.0,191.9,-577.4,195.1,-466.6,-43.9,722.1,929.0,4.1
29/02/2020 23:00:00,0.0,275.2,100.7,9.5,8.9,0.0,192.0,-604.3,188.9,-489.9,-54.9,741.0,1010.2,4.2
03/01/2020 00:00:00,0.0,275.6,100.9,9.5,8.6,0.0,190.7,-606.2,183.5,-491.1,-51.0,743.1,1006.9,4.2
03/01/2020 01:00:00,0.0,275.3,100.8,9.4,8.5,0.0,191.7,-587.1,180.1,-474.6,-48.7,729.5,961.0,4.1
03/01/2020 02:00:00,0.0,275.5,101.3,9.4,8.7,0.0,192.5,-598.1,181.6,-484.3,-51.7,737.0,986.7,4.2
03/01/2020 03:00:00,0.0,275.5,101.2,9.6,9.2,0.0,191.9,-600.8,180.2,-487.8,-50.2,737.1,986.9,4.2
03/01/2020 04:00:00,0.0,275.4,101.0,9.6,10.7,0.0,191.6,-586.4,179.0,-476.1,-48.8,731.1,961.0,4.1
03/01/2020 05:00:00,0.0,275.7,101.3,9.4,11.6,0.0,192.4,-569.2,184.8,-459.5,-43.3,724.4,936.2,4.1
03/01/2020 06:00:00,0.0,277.6,101.9,9.1,10.7,0.0,193.4,-595.3,189.0,-486.7,-43.5,727.0,956.2,4.1
03/01/2020 07:00:00,0.0,281.6,103.6,9.2,10.4,0.0,187.5,-595.3,183.4,-482.9,-46.8,718.0,927.3,4.0
03/01/2020 08:00:00,0.0,281.4,103.7,9.4,10.1,0.0,188.1,-593.7,179.6,-481.4,-45.8,720.6,939.8,4.0
03/01/2020 09:00:00,0.0,281.4,103.6,9.2,9.7,0.0,188.0,-614.2,176.2,-498.5,-49.0,728.2,968.5,4.1
03/01/2020 10:00:00,0.0,281.3,103.2,9.5,8.8,0.0,190.4,-607.1,178.5,-493.2,-47.2,720.3,938.5,4.0
03/01/2020 11:00:00,0.0,281.9,103.0,9.6,8.4,0.0,190.7,-606.2,179.1,-493.5,-46.6,718.0,932.5,4.0
03/01/2020 12:00:00,0.0,281.7,102.5,9.3,8.0,0.0,188.2,-606.9,178.4,-497.2,-46.0,729.0,973.2,4.1
03/01/2020 13:00:00,0.0,281.7,102.7,9.4,8.2,0.0,187.1,-621.4,178.4,-509.3,-48.7,741.4,1013.4,4.2
03/01/2020 14:00:00,0.0,281.5,102.5,9.0,8.2,0.0,189.2,-613.9,189.1,-508.2,-46.7,750.8,1042.9,4.2
03/01/2020 15:00:00,0.0,281.6,102.7,9.0,7.4,0.0,201.8,-605.6,219.1,-519.5,-50.4,764.6,1069.7,4.2
03/01/2020 16:00:00,0.0,281.5,102.8,9.3,7.6,0.0,190.9,-622.0,182.9,-511.3,-46.9,741.6,1007.2,4.1
03/01/2020 17:00:00,0.0,271.3,100.3,9.4,8.1,0.0,187.2,-625.4,184.0,-512.5,-47.0,748.0,1029.3,4.4
03/01/2020 18:00:00,0.0,273.0,101.0,9.1,8.0,0.0,194.4,-574.2,208.0,-489.0,-40.4,735.4,973.2,4.2
03/01/2020 19:00:00,0.0,281.8,103.5,9.1,8.3,0.0,190.9,-614.8,183.2,-504.0,-41.9,734.8,987.8,4.1
03/01/2020 20:00:00,0.0,282.7,103.3,9.2,8.3,0.0,184.9,-614.8,180.7,-503.8,-41.1,733.7,983.5,4.1
03/01/2020 21:00:00,0.0,280.7,102.3,9.1,8.1,0.0,191.2,-630.6,194.2,-523.9,-47.5,761.1,1076.0,4.3
03/01/2020 22:00:00,0.0,283.0,103.5,9.1,8.7,0.0,190.1,-647.6,181.7,-531.7,-48.4,757.3,1070.6,4.3
03/01/2020 23:00:00,0.0,281.7,103.1,9.1,9.0,0.0,190.0,-644.0,186.2,-525.2,-55.5,760.5,1078.3,4.3
03/02/2020 00:00:00,0.0,281.7,102.8,9.2,9.2,0.0,192.1,-639.5,183.5,-520.6,-58.0,762.1,1083.2,4.3
03/02/2020 01:00:00,0.0,281.7,102.9,9.2,9.4,0.0,192.3,-624.4,183.7,-506.0,-54.7,752.4,1046.4,4.2
03/02/2020 02:00:00,0.0,281.6,103.4,9.1,9.9,0.0,192.9,-626.6,183.5,-507.5,-53.2,752.4,1047.0,4.2
03/02/2020 03:00:00,0.0,281.4,103.5,9.2,9.7,0.0,193.1,-628.7,184.2,-508.8,-52.6,754.1,1050.4,4.2
03/02/2020 04:00:00,0.0,281.3,103.0,9.2,9.6,0.0,192.5,-636.5,183.7,-515.6,-52.5,758.5,1071.6,4.3
03/02/2020 05:00:00,0.0,281.5,103.6,9.2,9.9,0.0,191.7,-625.7,180.4,-506.9,-52.4,751.1,1040.7,4.2
03/02/2020 06:00:00,0.0,281.7,103.8,9.2,10.1,0.0,191.6,-618.4,180.3,-500.5,-50.9,748.3,1029.4,4.2
03/02/2020 07:00:00,0.0,283.7,104.7,9.2,10.1,0.0,191.4,-618.3,179.2,-500.3,-46.2,748.3,1032.6,4.2
03/02/2020 08:00:00,0.0,285.4,105.1,9.3,10.1,0.0,192.4,-616.4,180.1,-497.9,-47.1,748.3,1029.6,4.1
03/02/2020 09:00:00,0.0,285.5,104.8,9.1,9.8,0.0,192.4,-622.6,180.0,-504.5,-47.0,751.9,1042.3,4.2
03/02/2020 10:00:00,0.0,280.2,103.4,9.3,9.3,0.0,192.9,-618.9,180.2,-502.3,-51.3,749.5,1032.2,4.2
03/02/2020 11:00:00,0.0,272.1,100.6,9.1,8.6,0.0,195.5,-592.9,184.7,-491.8,-49.3,736.7,976.3,4.2
03/02/2020 12:00:00,0.0,270.9,100.0,9.1,8.9,0.0,187.9,-610.3,178.4,-498.2,-57.4,738.4,993.7,4.3
03/02/2020 13:00:00,0.0,254.6,96.3,8.7,8.0,0.0,189.6,-587.3,178.2,-480.4,-60.1,723.9,932.9,4.4
03/02/2020 14:00:00,0.0,237.7,90.8,9.0,7.5,0.0,186.6,-533.4,178.5,-433.2,-51.4,684.3,796.5,4.4
03/02/2020 15:00:00,0.0,224.6,88.2,9.3,6.4,0.0,182.8,-494.3,176.7,-399.1,-45.0,655.2,706.7,4.3
03/02/2020 16:00:00,0.0,239.8,92.2,9.2,7.3,0.0,185.5,-522.5,183.1,-423.2,-49.6,678.1,773.2,4.2
03/02/2020 17:00:00,0.0,161.0,74.1,6.9,4.7,0.0,210.8,-372.9,221.3,-297.5,-43.2,581.9,567.7,201.2
03/02/2020 18:00:00,0.0,197.5,82.5,8.1,6.5,0.0,332.2,-384.3,337.6,-322.9,-23.2,681.6,686.5,5.0
03/02/2020 19:00:00,0.0,265.1,100.0,8.0,9.7,0.0,273.2,-533.5,267.2,-469.8,-58.0,763.6,996.7,4.3
03/02/2020 20:00:00,0.0,262.9,99.2,8.3,9.8,0.0,208.8,-577.2,183.8,-474.0,-66.1,718.1,898.3,4.1
03/02/2020 21:00:00,0.0,265.4,99.6,8.6,10.8,0.0,193.8,-593.3,187.4,-485.1,-69.7,727.0,934.4,4.2
03/02/2020 22:00:00,0.0,265.1,99.1,8.8,10.9,0.0,192.5,-601.0,189.4,-490.0,-74.5,733.7,958.4,4.3
03/02/2020 23:00:00,0.0,261.4,98.4,8.7,10.5,0.0,192.8,-615.8,188.6,-504.5,-76.3,742.3,990.8,4.4
03/03/2020 00:00:00,0.0,260.6,98.2,8.2,9.6,0.0,191.1,-609.7,182.1,-499.3,-74.5,738.1,976.1,4.4
03/03/2020 01:00:00,0.0,260.9,97.8,8.4,9.3,0.0,191.0,-615.9,183.2,-503.4,-76.0,742.4,994.7,4.4
03/03/2020 02:00:00,0.0,260.3,97.7,7.9,9.3,0.0,192.1,-621.3,186.7,-508.2,-78.2,747.6,1008.2,4.5
03/03/2020 03:00:00,0.0,243.1,93.6,8.2,8.0,0.0,191.3,-605.6,183.5,-493.7,-72.7,738.8,974.1,4.7
03/03/2020 04:00:00,0.0,240.8,93.4,7.9,7.9,0.0,187.4,-582.4,176.7,-474.7,-62.5,717.9,902.7,4.5
03/03/2020 05:00:00,0.0,240.9,93.5,7.7,7.9,0.0,187.3,-585.8,177.0,-477.5,-60.5,721.2,910.3,4.6
03/03/2020 06:00:00,0.0,240.6,94.1,7.6,8.1,0.0,186.8,-597.9,175.8,-489.0,-66.0,726.6,930.9,4.6
03/03/2020 07:00:00,0.0,240.7,94.3,7.3,8.6,0.0,184.8,-580.1,175.6,-474.5,-62.4,711.7,878.4,4.5
03/03/2020 08:00:00,0.0,224.2,89.8,7.6,7.7,0.0,183.4,-535.4,172.3,-434.5,-54.6,682.0,780.5,4.5
03/03/2020 09:00:00,0.0,221.2,89.2,8.5,7.2,0.0,184.0,-533.4,174.3,-432.2,-48.4,683.6,785.7,4.6
03/03/2020 10:00:00,0.0,227.6,90.3,9.4,6.9,0.0,184.9,-536.7,175.2,-436.0,-46.8,687.0,796.9,4.5
03/03/2020 11:00:00,0.0,243.1,94.1,9.6,7.8,0.0,187.5,-573.3,181.3,-468.2,-54.7,713.4,888.6,4.5
03/03/2020 12:00:00,0.0,252.5,96.3,8.9,9.5,0.0,188.2,-610.5,186.6,-500.8,-62.6,735.8,970.0,4.5
03/03/2020 13:00:00,0.0,255.0,96.9,8.7,9.9,0.0,189.3,-628.2,189.2,-518.3,-72.9,745.6,999.1,4.5
03/03/2020 14:00:00,0.0,256.8,97.2,8.3,10.3,0.0,191.8,-632.2,185.3,-526.1,-36.5,750.0,1005.6,4.5
03/03/2020 15:00:00,0.0,261.1,98.1,7.3,11.7,0.0,189.5,-611.7,185.9,-504.6,-58.4,738.1,965.8,4.3
03/03/2020 16:00:00,0.0,261.3,97.4,7.3,11.0,0.0,190.7,-610.5,187.5,-502.8,-68.3,738.1,964.5,4.3
03/03/2020 17:00:00,0.0,247.4,94.4,7.9,10.6,0.0,188.5,-584.6,185.7,-480.5,-67.6,717.0,891.2,4.4
03/03/2020 18:00:00,0.0,245.8,93.9,8.1,10.2,0.0,187.2,-568.4,182.2,-466.3,-62.7,707.7,858.7,4.3
03/03/2020 19:00:00,0.0,245.7,94.2,8.3,10.2,0.0,187.4,-567.3,179.6,-463.0,-59.9,707.7,863.1,4.3
03/03/2020 20:00:00,0.0,255.8,96.5,8.4,11.4,0.0,186.6,-570.1,179.3,-466.1,-55.6,707.9,865.4,4.2
03/03/2020 21:00:00,0.0,264.2,98.3,8.3,12.4,0.0,188.1,-568.7,180.2,-463.1,-56.4,709.8,872.7,4.1
03/03/2020 22:00:00,0.0,268.5,99.5,8.1,12.8,0.0,189.8,-590.1,185.8,-481.9,-61.1,725.8,930.8,4.1
03/03/2020 23:00:00,0.0,266.2,99.0,8.3,12.3,0.0,191.1,-593.9,185.2,-485.3,-54.4,727.9,935.8,4.2
03/04/2020 00:00:00,0.0,253.2,95.7,8.3,11.1,0.0,190.8,-587.6,184.2,-479.8,-55.6,723.9,918.7,4.4
03/04/2020 01:00:00,0.0,253.8,95.4,8.3,10.6,0.0,190.4,-582.2,182.8,-472.7,-56.9,722.0,915.5,4.3
03/04/2020 02:00:00,0.0,257.0,96.3,8.6,9.9,0.0,189.3,-584.9,180.7,-475.1,-62.5,722.0,919.3,4.3
03/04/2020 03:00:00,0.0,257.3,96.5,8.4,9.6,0.0,189.2,-582.4,181.5,-472.7,-63.8,722.0,917.7,4.3
03/04/2020 04:00:00,0.0,255.4,96.1,8.4,9.5,0.0,189.5,-583.8,190.4,-475.2,-64.2,721.9,917.9,4.3
03/04/2020 05:00:00,0.0,255.7,96.0,8.5,9.7,0.0,188.9,-586.6,190.4,-476.2,-63.1,722.0,918.9,4.3
03/04/2020 06:00:00,0.0,257.0,96.3,8.5,9.7,0.0,188.7,-585.8,189.4,-476.0,-63.6,721.9,918.5,4.3
03/04/2020 07:00:00,0.0,257.3,96.8,8.6,9.5,0.0,189.0,-586.0,181.8,-476.7,-64.7,720.2,914.3,4.3
03/04/2020 08:00:00,0.0,257.3,97.0,8.7,9.6,0.0,188.8,-584.6,178.6,-474.5,-59.1,722.0,920.9,4.3
03/04/2020 09:00:00,0.0,259.4,97.3,8.3,9.9,0.0,192.3,-558.0,194.9,-461.8,-51.3,723.4,917.9,4.3
03/04/2020 10:00:00,0.0,260.9,97.3,7.4,10.5,0.0,199.2,-516.0,237.8,-450.4,-43.0,728.1,902.2,4.2
03/04/2020 11:00:00,0.0,260.1,96.9,7.5,10.0,0.0,196.9,-586.1,192.6,-477.9,-54.5,719.9,912.6,4.2
03/04/2020 12:00:00,0.0,259.1,96.3,8.0,9.9,0.0,189.7,-583.2,190.1,-475.5,-50.8,721.9,921.5,4.3
03/04/2020 13:00:00,0.0,260.9,96.8,8.0,10.4,0.0,189.4,-583.2,189.7,-476.0,-52.2,721.9,921.5,4.3
03/04/2020 14:00:00,0.0,259.3,96.6,7.9,10.3,0.0,189.4,-582.5,191.1,-476.0,-51.1,721.9,917.6,4.3
03/04/2020 15:00:00,0.0,251.1,94.1,8.3,10.0,0.0,190.0,-579.7,194.2,-471.7,-51.8,721.9,916.4,4.4
03/04/2020 16:00:00,0.0,250.7,94.1,8.2,10.0,0.0,189.6,-578.3,194.3,-471.6,-49.4,721.9,915.2,4.4
03/04/2020 17:00:00,0.0,255.5,95.6,8.4,10.5,0.0,189.3,-580.0,198.0,-473.2,-47.1,721.9,916.6,4.3
03/04/2020 18:00:00,0.0,257.8,96.5,8.4,11.0,0.0,190.4,-575.9,198.6,-467.3,-46.3,722.0,919.9,4.3
03/04/2020 19:00:00,0.0,260.7,97.2,8.1,11.2,0.0,190.7,-577.3,196.1,-468.7,-45.9,720.9,921.5,4.3
03/04/2020 20:00:00,0.0,258.1,96.3,8.2,11.1,0.0,190.4,-576.4,196.3,-465.9,-50.5,721.9,922.1,4.3
03/04/2020 21:00:00,0.0,246.0,93.1,8.4,9.6,0.0,189.9,-577.1,194.4,-466.3,-56.6,721.9,921.6,4.5
03/04/2020 22:00:00,0.0,229.9,89.2,8.3,8.4,0.0,187.9,-531.2,189.6,-427.6,-47.5,687.5,804.2,4.5
03/04/2020 23:00:00,0.0,221.2,86.8,8.7,7.4,0.0,187.8,-516.1,190.3,-413.3,-38.8,679.9,779.2,4.6
03/05/2020 00:00:00,0.0,226.2,87.9,8.8,7.2,0.0,189.3,-518.2,191.2,-414.2,-37.7,683.9,791.6,4.5
03/05/2020 01:00:00,0.0,237.0,90.7,8.8,7.7,0.0,190.5,-556.9,190.8,-447.4,-37.7,713.2,891.1,4.6
03/05/2020 02:00:00,0.0,240.1,91.5,8.8,8.0,0.0,190.4,-557.7,191.1,-448.7,-39.0,716.6,901.0,4.6
03/05/2020 03:00:00,0.0,240.3,91.4,8.9,8.0,0.0,190.1,-563.7,192.3,-452.6,-34.1,725.1,929.5,4.6
03/05/2020 04:00:00,0.0,243.1,92.5,9.0,8.0,0.0,189.9,-543.7,191.1,-438.0,-36.3,698.4,841.7,4.3
03/05/2020 05:00:00,0.0,247.3,93.4,8.9,8.3,0.0,187.6,-547.5,189.6,-442.7,-42.6,697.9,837.9,4.3
03/05/2020 06:00:00,0.0,250.9,94.7,8.6,8.8,0.0,187.3,-560.7,189.4,-454.4,-48.6,706.6,867.4,4.3
03/05/2020 07:00:00,0.0,251.0,95.0,8.5,8.6,0.0,186.9,-563.0,188.6,-456.6,-45.1,707.8,870.5,4.3
03/05/2020 08:00:00,0.0,251.1,94.7,8.5,8.5,0.0,187.5,-564.8,187.9,-458.9,-51.7,707.8,868.5,4.3
03/05/2020 09:00:00,0.0,250.5,94.4,8.3,8.3,0.0,186.4,-569.1,185.0,-463.4,-56.6,707.9,870.9,4.3
03/05/2020 10:00:00,0.0,241.1,91.9,8.4,8.7,0.0,185.3,-569.3,185.7,-464.4,-58.1,707.8,869.8,4.5
03/05/2020 11:00:00,0.0,240.9,91.7,8.5,8.3,0.0,185.2,-589.8,188.7,-482.2,-54.0,722.0,917.1,4.6
03/05/2020 12:00:00,0.0,241.1,91.7,8.4,8.0,0.0,185.8,-575.9,188.2,-470.6,-45.8,709.1,878.1,4.5
03/05/2020 13:00:00,0.0,241.1,91.6,8.1,8.0,0.0,185.8,-585.3,186.7,-478.8,-47.0,715.4,893.9,4.5
03/05/2020 14:00:00,0.0,243.2,91.9,7.9,8.1,0.0,186.4,-580.8,187.8,-476.1,-45.7,712.6,882.3,4.5
03/05/2020 15:00:00,0.0,244.9,92.3,7.8,8.7,0.0,185.5,-566.9,187.6,-464.7,-42.5,701.3,843.6,4.3
03/05/2020 16:00:00,0.0,245.0,92.4,7.5,9.1,0.0,184.1,-550.0,189.3,-450.4,-38.9,688.9,801.9,4.2
03/05/2020 17:00:00,0.0,243.7,92.3,7.4,9.4,0.0,182.9,-551.0,188.5,-452.1,-55.2,688.5,798.8,4.2
03/05/2020 18:00:00,0.0,231.5,89.3,7.7,7.8,0.0,189.8,-565.1,205.8,-472.4,-64.2,717.6,876.0,4.7
03/05/2020 19:00:00,0.0,235.2,90.3,8.2,7.9,0.0,187.0,-580.2,188.7,-477.8,-66.8,711.0,871.3,4.6
03/05/2020 20:00:00,0.0,216.9,85.6,7.0,7.8,0.0,189.2,-520.4,205.5,-430.4,-43.9,689.7,785.7,4.7
03/05/2020 21:00:00,0.0,213.1,84.2,6.7,7.5,0.0,206.0,-503.7,204.2,-415.6,-41.1,677.7,751.7,4.7
03/05/2020 22:00:00,0.0,215.4,85.1,6.5,8.0,0.0,242.2,-500.9,215.5,-416.8,-39.4,685.8,765.1,4.6
03/05/2020 23:00:00,0.0,229.1,89.0,6.6,8.9,0.0,226.7,-551.8,247.4,-477.6,-39.5,766.6,1020.5,5.0
03/06/2020 00:00:00,0.0,238.7,91.2,7.0,9.3,0.0,211.4,-595.5,214.6,-487.4,-41.5,751.1,1000.4,4.8
03/06/2020 01:00:00,0.0,243.5,92.2,7.0,9.7,0.0,195.5,-591.0,190.2,-477.7,-29.9,724.7,930.2,4.6
03/06/2020 02:00:00,0.0,245.0,92.7,7.1,9.7,0.0,188.7,-601.4,188.1,-488.3,-32.3,731.1,948.3,4.6
03/06/2020 03:00:00,0.0,244.8,92.6,7.3,9.3,0.0,190.3,-616.1,194.9,-499.5,-31.9,745.6,1003.0,4.7
03/06/2020 04:00:00,0.0,245.1,93.0,7.3,9.6,0.0,190.9,-600.5,192.4,-486.0,-33.7,742.2,988.8,4.7
03/06/2020 05:00:00,0.0,245.0,93.3,7.1,9.6,0.0,189.2,-598.5,181.0,-485.4,-47.9,742.2,988.3,4.7
03/06/2020 06:00:00,0.0,245.2,93.4,7.1,9.7,0.0,187.8,-597.9,178.8,-485.2,-47.6,742.2,988.2,4.7
03/06/2020 07:00:00,0.0,245.0,93.5,7.1,9.8,0.0,188.2,-598.1,180.4,-485.1,-43.5,742.2,989.3,4.7
03/06/2020 08:00:00,0.0,245.1,93.3,7.1,9.7,0.0,188.1,-599.4,184.6,-485.9,-40.7,742.2,990.2,4.7
03/06/2020 09:00:00,0.0,245.2,93.1,7.2,9.8,0.0,188.5,-597.9,188.0,-483.9,-37.5,742.2,989.3,4.7
03/06/2020 10:00:00,0.0,248.7,94.2,7.2,10.3,0.0,189.4,-597.7,190.6,-483.7,-34.3,742.2,993.0,4.6
03/06/2020 11:00:00,0.0,257.3,96.2,6.9,10.8,0.0,189.1,-607.2,190.9,-493.9,-26.1,745.5,1007.0,4.5
03/06/2020 12:00:00,0.0,261.0,97.4,7.0,10.7,0.0,187.4,-613.8,189.9,-500.6,-26.1,747.3,1015.4,4.5
03/06/2020 13:00:00,0.0,260.9,97.3,6.9,10.7,0.0,189.3,-617.0,192.0,-506.5,-20.9,753.7,1034.7,4.5
03/06/2020 14:00:00,0.0,262.7,97.4,7.0,10.5,0.0,191.3,-652.8,193.2,-533.7,-25.9,777.0,1130.9,4.7
03/06/2020 15:00:00,0.0,265.2,98.2,7.1,10.3,0.0,191.1,-659.8,194.6,-539.8,-27.7,781.7,1152.8,4.7
