LOGO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pre-Heater Fan Performance Profile,,,,,,,,,,,,,,
Hourly Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TAG,A_431FM1_F1,B_431FM2_F1,C_431BE1_JT,D_481FM3_FI,E_481FM1_FI,F_481FM2_FI,G_441FN1_TT01,H_441FN1_PT01,I_441FN1_TT02,J_441CN1A_1B_PT01,K_461KL1_PT01,L_441FN1_SZ,M_441FN1_KW_EM,N_441FN1_SPC_POWER
TAG DES,Kiln Feed,Kiln Feed,Kiln Feed BE KW,Kiln  COAL TPH,PC COAL TPH,PC COAL FIRING,PH FAN I/L TEMP,PH Fan Inlet Pressure (PT),PH Fan O/L Temp,PH Fan Outlet DRAFT,Kiln Inlet Pressure (PT),PH Fan speed,PH Fan power EM,PH SPECIFIC POWER
UNIT,tph,tph,Kw,tph,tph,TPH,°C,mmWc,°C,mmWc,mmWc,rpm,Kw,Kw/T Clk
26/08/2019 05:00:00,0.0,294.7,104.1,6.8,12.1,0.0,201.1,-671.2,198.2,-529.7,-70.5,818.7,1269.4,4.6
26/08/2019 06:00:00,0.0,294.1,104.2,6.8,12.3,0.0,200.6,-659.9,199.9,-538.6,-61.9,811.3,1239.4,4.5
26/08/2019 07:00:00,0.0,294.2,103.9,6.8,12.5,0.0,200.6,-655.2,193.2,-534.6,-55.1,808.5,1228.2,4.5
26/08/2019 08:00:00,0.0,294.2,103.6,6.7,12.2,0.0,201.3,-656.3,192.4,-536.0,-46.4,808.5,1231.2,4.5
26/08/2019 09:00:00,0.0,294.6,103.5,6.7,12.2,0.0,201.2,-656.3,189.9,-535.5,-43.5,808.5,1228.7,4.5
26/08/2019 10:00:00,0.0,294.4,103.3,6.9,12.2,0.0,201.4,-654.0,190.8,-532.8,-48.8,808.5,1228.4,4.5
26/08/2019 11:00:00,0.0,294.9,103.3,6.9,12.4,0.0,201.9,-658.0,193.0,-539.7,-51.3,808.5,1227.8,4.5
26/08/2019 12:00:00,0.0,296.9,103.8,6.9,12.6,0.0,201.0,-659.9,189.2,-540.9,-48.0,808.8,1231.1,4.5
26/08/2019 13:00:00,0.0,300.9,104.6,6.8,12.6,0.0,201.3,-670.8,189.7,-548.6,-48.8,817.7,1268.0,4.5
26/08/2019 14:00:00,0.0,291.7,102.7,6.8,11.7,0.0,200.1,-658.7,188.9,-552.9,-43.0,822.0,1303.9,4.7
26/08/2019 15:00:00,0.0,295.1,103.3,6.8,12.1,0.0,198.7,-665.2,190.2,-553.2,-46.4,818.7,1266.4,4.6
26/08/2019 16:00:00,0.0,300.9,104.6,6.8,12.4,0.0,201.4,-670.8,190.2,-544.1,-47.6,823.0,1285.1,4.5
26/08/2019 17:00:00,0.0,305.9,105.5,6.8,12.1,0.0,202.2,-643.7,212.2,-546.9,-52.4,834.3,1331.4,4.5
26/08/2019 18:00:00,0.0,316.6,107.8,6.8,11.8,0.0,197.8,-617.0,246.2,-565.5,-49.6,850.8,1365.3,4.4
26/08/2019 19:00:00,0.0,302.9,104.9,6.8,11.8,0.0,203.3,-664.2,195.8,-564.4,-53.1,824.6,1283.8,4.5
26/08/2019 20:00:00,0.0,314.2,107.5,6.7,12.4,0.0,206.3,-606.9,244.9,-546.1,-45.7,841.5,1326.5,4.4
26/08/2019 21:00:00,0.0,316.4,108.1,6.7,12.2,0.0,255.2,-605.4,278.6,-554.9,-47.5,872.1,1421.2,4.5
26/08/2019 22:00:00,0.0,315.9,108.1,6.8,12.2,0.0,273.3,-604.5,276.0,-556.5,-47.3,872.6,1420.2,4.5
26/08/2019 23:00:00,0.0,315.5,108.2,6.8,11.9,0.0,275.5,-619.4,274.9,-572.5,-54.8,887.0,1482.7,4.6
27/08/2019 00:00:00,0.0,315.5,107.8,6.8,11.8,0.0,278.9,-629.7,286.5,-580.3,-49.2,899.6,1538.0,4.7
27/08/2019 01:00:00,0.0,315.7,107.7,6.8,11.7,0.0,280.7,-628.6,293.8,-578.7,-51.6,899.6,1539.2,4.7
27/08/2019 02:00:00,0.0,315.4,108.1,6.9,11.6,0.0,280.4,-629.1,282.6,-576.7,-45.7,899.6,1535.0,4.7
27/08/2019 03:00:00,0.0,315.5,107.9,6.9,11.5,0.0,279.5,-629.5,280.6,-578.7,-48.0,899.6,1538.2,4.7
